æbəhəlimə:abohalima;æ:a,bə:bo,hə:ha,li:li,mə:ma;~æ~ə~ə~i~ə~
ɛnɪweɪ:anyway;ɛ:a,nɪ:ny,weɪ:way;~ɛ~ɪ~eɪ~
ɛnɪwʌn:anyone;ɛ:a,nɪ:ny,wʌ:o,n:ne;~ɛ~ɪ~ʌ~1,~
ɛnɪwɛɹ:anywhere;ɛ:a,nɪ:ny,wɛ:whe,ɹ:re;~ɛ~ɪ~ɛ~1,~
ɑnəɹ:honor;ɑ:ho,nə:no,ɹ:r;~ɑ~ə~1,~
ɪnəɹ:inner;ɪ:i,nə:nne,ɹ:r;~ɪ~ə~1,~
ʌnɪən:onion;ʌ:o,nɪ:ni,ə:o,n:n;~ʌ~ɪ~ə~1,~
ɛnəɹdʒɪ:energy;ɛ:e,nə:ne,ɹdʒɪ:rgy;~ɛ~ə~ɪ~
ɑnəɹəbl:honorable;ɑ:ho,nə:no,ɹə:ra,bl:ble;~ɑ~ə~ə~2,~
ɛnɪθɪŋ:anything;ɛ:a,nɪ:ny,θɪ:thi,ŋ:ng;~ɛ~ɪ~ɪ~1,~
ɪnəɡɹeɪt:integrate;ɪ:i,nə:nte,ɡɹeɪ:gra,t:te;~ɪ~ə~eɪ~1,~
ʌpsaɪd:upside;ʌ:u,p:p,saɪ:si,d:de;~ʌ~1,~aɪ~1,~
ʌp:up;ʌ:u,p:p;~ʌ~1,~
ɑpt:opt;ɑ:o,pt:pt;~ɑ~1,~
ɑpɪk:opic;ɑ:o,pɪ:pi,k:c;~ɑ~ɪ~1,~
ɛpɪsoʊd:episode;ɛ:e,pɪ:pi,soʊ:so,d:de;~ɛ~ɪ~oʊ~1,~
ɛpɪsoʊdz:episodes;ɛ:e,pɪ:pi,soʊ:so,dz:des;~ɛ~ɪ~oʊ~1,~
ɑpəzɪt:opposite;ɑ:o,pə:ppo,zɪ:si,t:te;~ɑ~ə~ɪ~1,~
ʌpəɹmoʊst:uppermost;ʌ:u,pə:ppe,ɹ:r,moʊ:mo,st:st;~ʌ~ə~1,~oʊ~1,~
ʌpəɹ:upper;ʌ:u,pə:ppe,ɹ:r;~ʌ~ə~1,~
ɑpəɹeɪt:operate;ɑ:o,pə:pe,ɹeɪ:ra,t:te;~ɑ~ə~eɪ~1,~
ɑpəɹeɪtəɹ:operator;ɑ:o,pə:pe,ɹeɪ:ra,tə:to,ɹ:r;~ɑ~ə~eɪ~ə~1,~
ɑpʃən:option;ɑ:o,pʃə:ptio,n:n;~ɑ~ə~1,~
ɑpʃənz:options;ɑ:o,pʃə:ptio,nz:ns;~ɑ~ə~2,~
ʌs:us;ʌ:u,s:s;~ʌ~1,~
ɪslɑm:islam;ɪ:i,slɑ:sla,m:m;~ɪ~ɑ~1,~
ɔspɹɪ:osprey;ɔ:o,spɹɪ:sprey;~ɔ~ɪ~
ɔst:aust;ɔ:au,st:st;~ɔ~1,~
ɑstəɹtəɡ:ostertag;ɑ:o,stə:ste,ɹ:r,tə:ta,ɡ:g;~ɑ~ə~1,~ə~1,~
ɛsəns:essence;ɛ:e,sə:sse,ns:nce;~ɛ~ə~1,~
ɪt:it;ɪ:i,t:t;~ɪ~1,~
ɔt:ought;ɔ:ou,t:ght;~ɔ~1,~
ɪts:it's;ɪ:i,ts:t's;~ɪ~1,~
ɪts:its;ɪ:i,ts:ts;~ɪ~1,~
ɔtəm:autumn;ɔ:au,tə:tu,m:mn;~ɔ~ə~1,~
ʌv:of;ʌ:o,v:f;~ʌ~1,~
ɛvədəns:evidence;ɛ:e,və:vi,də:de,ns:nce;~ɛ~ə~ə~1,~
ɛvəɹ:ever;ɛ:e,və:ve,ɹ:r;~ɛ~ə~1,~
ɛvəɹɪdʒ:everage;ɛ:e,və:ve,ɹɪ:ra,dʒ:ge;~ɛ~ə~ɪ~1,~
ɛvəɹɪdʒ:everidge;ɛ:e,və:ve,ɹɪ:ri,dʒ:dge;~ɛ~ə~ɪ~1,~
ɛvɹɪ:every;ɛ:e,vɹɪ:very;~ɛ~ɪ~
ɛvɹɪbɑdɪ:everybody;ɛ:e,vɹɪ:very,bɑ:bo,dɪ:dy;~ɛ~ɪ~ɑ~ɪ~
ɛvɹɪdeɪ:everyday;ɛ:e,vɹɪ:very,deɪ:day;~ɛ~ɪ~eɪ~
ɛvɹɪwʌn:everyone;ɛ:e,vɹɪ:very,wʌ:o,n:ne;~ɛ~ɪ~ʌ~1,~
ɛvɹɪwʌnz:everyone's;ɛ:e,vɹɪ:very,wʌ:o,nz:ne's;~ɛ~ɪ~ʌ~1,~
ɛvɹɪwɛɹ:everywhere;ɛ:e,vɹɪ:very,wɛ:whe,ɹ:re;~ɛ~ɪ~ɛ~1,~
ɛvɹɪθɪŋ:everything;ɛ:e,vɹɪ:very,θɪ:thi,ŋ:ng;~ɛ~ɪ~ɪ~1,~
ɪz:is;ɪ:i,z:s;~ɪ~1,~
ʌðəɹwaɪz:otherwise;ʌ:o,ðə:the,ɹ:r,waɪ:wi,z:se;~ʌ~ə~1,~aɪ~1,~
ʌðəɹ:other;ʌ:o,ðə:the,ɹ:r;~ʌ~ə~1,~
ʌðəɹz:others;ʌ:o,ðə:the,ɹz:rs;~ʌ~ə~1,~
ɛɹfɔɹs:airforce;ɛ:ai,ɹ:r,fɔ:fo,ɹs:rce;~ɛ~1,~ɔ~1,~
ɛɹkɹæft:aircraft;ɛ:ai,ɹ:r,kɹæ:cra,ft:ft;~ɛ~1,~æ~1,~
ɛɡplænt:eggplant;ɛ:e,ɡ:gg,plæ:pla,nt:nt;~ɛ~1,~æ~1,~
ɛɹpleɪn:airplane;ɛ:ai,ɹ:r,pleɪ:pla,n:ne;~ɛ~1,~eɪ~1,~
ɛɹpɔɹt:airport;ɛ:ai,ɹ:r,pɔ:po,ɹt:rt;~ɛ~1,~ɔ~1,~
ɛŋɡəndəɹz:engenders;ɛ:e,ŋ:n,ɡə:ge,ndə:nde,ɹz:rs;~ɛ~1,~ə~ə~1,~
ɑɹ:are;ɑ:a,ɹ:re;~ɑ~1,~
ɛɡ:egg;ɛ:e,ɡ:gg;~ɛ~1,~
ɔɹ:or;ɔ:o,ɹ:r;~ɔ~1,~
ɔɹ:oar;ɔ:oa,ɹ:r;~ɔ~1,~
ɛə:air;ɛ:ai,ə:r;~ɛ~ə~
ɛəpawəɹ:airpower;ɛ:ai,ə:r,pa:pow,wə:e,ɹ:r;~ɛ~ə~a~ə~1,~
ɜɹdʒ:urge;ɜ:u,ɹdʒ:rge;~ɜ~1,~
ɔɹdənɛɹɪ:ordinary;ɔ:o,ɹdə:rdi,nɛ:na,ɹɪ:ry;~ɔ~ə~ɛ~ɪ~
ɔɹdəɹ:order;ɔ:o,ɹdə:rde,ɹ:r;~ɔ~ə~1,~
ɜɹdʒənt:urgent;ɜ:u,ɹdʒə:rge,nt:nt;~ɜ~ə~1,~
ɪŋk:ink;ɪ:i,ŋk:nk;~ɪ~1,~
ʌŋkəl:uncle;ʌ:u,ŋkə:nc,l:le;~ʌ~ə~1,~
ɜɹlɪ:early;ɜ:ea,ɹlɪ:rly;~ɜ~ɪ~
ʌɡlɪ:ugly;ʌ:u,ɡlɪ:gly;~ʌ~ɪ~
ɜɹlɪəɹ:earlier;ɜ:ea,ɹlɪ:rli,ə:e,ɹ:r;~ɜ~ɪ~ə~2,~
ɑɹm:arm;ɑ:a,ɹm:rm;~ɑ~1,~
ɑɹmz:arms;ɑ:a,ɹmz:rms;~ɑ~1,~
ɑɹmɪ:army;ɑ:a,ɹmɪ:rmy;~ɑ~ɪ~
ɑɹməɹ:armor;ɑ:a,ɹmə:rmo,ɹ:r;~ɑ~ə~1,~
ɜɹn:earn;ɜ:ea,ɹn:rn;~ɜ~1,~
ɔɹnəmənt:ornament;ɔ:o,ɹnə:rna,mə:me,nt:nt;~ɔ~ə~ə~1,~
ɜɹnɪst:earnest;ɜ:ea,ɹnɪ:rne,st:st;~ɜ~ɪ~1,~
ɜɹnəɹ:earner;ɜ:ea,ɹnə:rne,ɹ:r;~ɜ~ə~1,~
ɜɹsən:urson;ɜ:u,ɹsə:rso,n:n;~ɜ~ə~1,~
ɑɹt:art;ɑ:a,ɹt:rt;~ɑ~1,~
ɑɹtʃ:arch;ɑ:a,ɹtʃ:rch;~ɑ~1,~
ɑɹtəkəl:article;ɑ:a,ɹtə:rti,kə:c,l:le;~ɑ~ə~ə~1,~
ɑɹtəkəl:article;ɑ:a,ɹtə:rti,kə:c,l:le;~ɑ~ə~ə~1,~
ɑɹtəst:artist;ɑ:a,ɹtə:rti,st:st;~ɑ~ə~1,~
ɪʃu:issue;ɪ:i,ʃu:ssue;~ɪ~u~
ɪʃuz:issues;ɪ:i,ʃu:ssue,z:s;~ɪ~u~1,~
ɜɹθ:earth;ɜ:ea,ɹθ:rth;~ɜ~1,~
ɔɹədʒɪn:origin;ɔ:o,ɹə:ri,dʒɪ:gi,n:n;~ɔ~ə~ɪ~1,~
ɔɹəndʒ:orange;ɔ:o,ɹə:ra,ndʒ:nge;~ɔ~ə~1,~
ɑɡəst:august;ɑ:au,ɡə:gu,st:st;~ɑ~ə~2,~
ɔθəɹ:author;ɔ:au,θə:tho,ɹ:r;~ɔ~ə~2,~
ɛɹɪə:area;ɛ:a,ɹɪ:re,ə:a;~ɛ~ɪ~ə~
ɛɹɪəz:areas;ɛ:a,ɹɪ:re,ə:a,z:s;~ɛ~ɪ~ə~1,~
ɪŋɡlɪʃ:english;ɪ:e,ŋɡlɪ:ngli,ʃ:sh;~ɪ~ɪ~1,~
ɑɹɡyu:argue;ɑ:a,ɹɡyu:rgue;~ɑ~u~
ɑɹɡyuz:argues;ɑ:a,ɹɡyu:rgue,z:s;~ɑ~u~1,~
ɑɹɡyəmɛnt:argument;ɑ:a,ɹɡyə:rgu,mɛ:me,nt:nt;~ɑ~ə~ɛ~1,~
ɔɹɡən:organ;ɔ:o,ɹɡə:rga,n:n;~ɔ~ə~1,~
ɔɹɡənaɪz:organize;ɔ:o,ɹɡə:rga,naɪ:ni,z:ze;~ɔ~ə~aɪ~1,~
ɑbləɡeɪʃən:obligation;ɑ:o,blə:bli,ɡeɪ:ga,ʃə:tio,n:n;~ɑ~ə~eɪ~ə~1,~
ɛdətɔɹɪəlɪsts:editorialists;ɛ:e,də:di,tɔ:to,ɹɪ:ri,ə:a,lɪ:li,sts:sts;~ɛ~ə~ɔ~ɪ~ə~ɪ~1,~
ɛdʒəkeɪʃən:education;ɛ:e,dʒə:du,keɪ:ca,ʃə:tio,n:n;~ɛ~ə~eɪ~ə~1,~
ɛkspləneɪʃən:explanation;ɛ:e,ksplə:xpla,neɪ:na,ʃə:tio,n:n;~ɛ~ə~eɪ~ə~1,~
ɛkstɹəɔɹdənɛɹɪ:extraordinary;ɛ:e,kstɹə:xtra,ɔ:o,ɹdə:rdi,nɛ:na,ɹɪ:ry;~ɛ~ə~ɔ~ə~ɛ~ɪ~
ɛksəkyuʃənəɹz:executioners;ɛ:e,ksə:xe,kyu:cu,ʃə:tio,nə:ne,ɹz:rs;~ɛ~ə~u~ə~ə~1,~
ɛkənɑmɪk:economic;ɛ:e,kə:co,nɑ:no,mɪ:mi,k:c;~ɛ~ə~ɑ~ɪ~1,~
ɔltəɡɛðəɹ:altogether;ɔ:a,l:l,tə:to,ɡɛ:ge,ðə:the,ɹ:r;~ɔ~1,~ə~ɛ~ə~1,~
ɔlðoʊ:although;ɔ:a,l:l,ðoʊ:thou,_:gh;~ɔ~2,~oʊ~
ɪmplænt:implant;ɪ:i,m:m,plæ:pla,nt:nt;~ɪ~1,~æ~1,~
ɪmplɪsətlɪ:implicitly;ɪ:i,m:m,plɪ:pli,sə:ci,tlɪ:tly;~ɪ~1,~ɪ~ə~ɪ~
ɪmædʒən:imagine;ɪ:i,mæ:ma,dʒə:gi,n:ne;~ɪ~æ~ə~1,~
ɪmædʒɪnətɪv:imaginative;ɪ:i,mæ:ma,dʒɪ:gi,nə:na,tɪ:ti,v:ve;~ɪ~æ~ɪ~ə~ɪ~1,~
ɪmædʒɪnɛɹɪ:imaginary;ɪ:i,mæ:ma,dʒɪ:gi,nɛ:na,ɹɪ:ry;~ɪ~æ~ɪ~ɛ~ɪ~
ɪmædʒəneɪʃən:imagination;ɪ:i,mæ:ma,dʒə:gi,neɪ:na,ʃə:tio,n:n;~ɪ~æ~ə~eɪ~ə~1,~
ɛmbæɹəst:embarrassed;ɛ:e,mbæ:mba,ɹə:rra,st:ssed;~ɛ~æ~ə~1,~
ɛmbɹeɪs:embrace;ɛ:e,mbɹeɪ:mbra,s:ce;~ɛ~eɪ~1,~
ɛmbɹeɪst:embraced;ɛ:e,mbɹeɪ:mbra,st:ced;~ɛ~eɪ~1,~
ɪmidiət:immediate;ɪ:i,mi:mme,di:di,ə:a,t:te;~ɪ~i~i~ə~1,~
ɪmpækt:impact;ɪ:i,mpæ:mpa,kt:ct;~ɪ~æ~1,~
ɪmpækts:impacts;ɪ:i,mpæ:mpa,kts:cts;~ɪ~æ~1,~
ɪmpəɹɪɑlɪ:imperiale;ɪ:i,mpə:mpe,ɹɪ:ri,ɑ:a,lɪ:le;~ɪ~ə~ɪ~ɑ~ɪ~
ɪmpɑsəbl:impossible;ɪ:i,mpɑ:mpo,sə:ssi,bl:ble;~ɪ~ɑ~ə~1,~
ɪmpɔɹtəns:importance;ɪ:i,mpɔ:mpo,ɹtə:rta,ns:nce;~ɪ~ɔ~ə~1,~
ɪmpɔɹtənt:important;ɪ:i,mpɔ:mpo,ɹtə:rta,nt:nt;~ɪ~ɔ~ə~1,~
ɪmpɹuv:improve;ɪ:i,mpɹu:mpro,v:ve;~ɪ~u~2,~
ɪmpɹuvmənt:improvement;ɪ:i,mpɹu:mpro,vmə:veme,nt:nt;~ɪ~u~ə~1,~
ɪmpɹɛʃənɪst:impressionist;ɪ:i,mpɹɛ:mpre,ʃə:ssio,nɪ:ni,st:st;~ɪ~ɛ~ə~ɪ~1,~
ɪmyunɪtɪz:immunities;ɪ:i,myu:mmu,nɪ:ni,tɪ:tie,z:s;~ɪ~u~ɪ~ɪ~1,~
ɪməteɪʃən:imitation;ɪ:i,mə:mi,teɪ:ta,ʃə:tio,n:n;~ɪ~ə~eɪ~ə~1,~
ɪmɛns:immense;ɪ:i,mɛ:mme,ns:nse;~ɪ~ɛ~1,~
ʌndəmɪnɪʃt:undiminished;ʌ:u,n:n,də:di,mɪ:mi,nɪ:ni,ʃt:shed;~ʌ~1,~ə~ɪ~ɪ~1,~
ʌndɪstɪŋɡwɪʃt:undistinguished;ʌ:u,n:n,dɪ:di,stɪ:sti,ŋɡwɪ:ngui,ʃt:shed;~ʌ~1,~ɪ~ɪ~ɪ~1,~
ɪndɛtɪdnɪs:indebtedness;ɪ:i,n:n,dɛ:de,tɪ:bte,d:d,nɪ:ne,s:ss;~ɪ~1,~ɛ~ɪ~1,~ɪ~1,~
ʌnɪnɪʃɪeɪtɪd:uninitiated;ʌ:u,n:n,ɪ:i,nɪ:ni,ʃɪ:ti,eɪ:a,tɪ:te,d:d;~ʌ~1,~ɪ~ɪ~ɪ~eɪ~ɪ~1,~
ɪnæktɪveɪʃən:inactivation;ɪ:i,næ:na,ktɪ:cti,veɪ:va,ʃə:tio,n:n;~ɪ~æ~ɪ~eɪ~ə~1,~
ɪndid:indeed;ɪ:i,ndi:ndee,d:d;~ɪ~i~1,~
ɪndəvɪdʒəwəlz:individuals;ɪ:i,ndə:ndi,vɪ:vi,dʒə:du,wə:a,lz:ls;~ɪ~ə~ɪ~ə~ə~1,~
ɪndəvɪdʒʊəl:individual;ɪ:i,ndə:ndi,vɪ:vi,dʒʊ:du,ə:a,l:l;~ɪ~ə~ɪ~ʊ~ə~1,~
ʌndəɹniθ:underneath;ʌ:u,ndə:nde,ɹ:r,ni:nea,θ:th;~ʌ~ə~1,~i~1,~
ʌndəɹstænd:understand;ʌ:u,ndə:nde,ɹstæ:rsta,nd:nd;~ʌ~ə~æ~1,~
ʌndəɹstændɪŋ:understanding;ʌ:u,ndə:nde,ɹstæ:rsta,ndɪ:ndi,ŋ:ng;~ʌ~ə~æ~ɪ~1,~
ɪndʌstɹɪəl:industrial;ɪ:i,ndʌ:ndu,stɹɪ:stri,ə:a,l:l;~ɪ~ʌ~ɪ~ə~1,~
ɛndʒɔɪ:enjoy;ɛ:e,ndʒɔɪ:njoy;~ɛ~ɔɪ~
ɛndʒɔɪmənt:enjoyment;ɛ:e,ndʒɔɪ:njoy,mə:me,nt:nt;~ɛ~ɔɪ~ə~1,~
ɪnfluɛnʃəl:influential;ɪ:i,nflu:nflu,ɛ:e,nʃə:ntia,l:l;~ɪ~u~ɛ~ə~1,~
ɪnflɪkʃən:infliction;ɪ:i,nflɪ:nfli,kʃə:ctio,n:n;~ɪ~ɪ~ə~1,~
ɪnfɛkt:infect;ɪ:i,nfɛ:nfe,kt:ct;~ɪ~ɛ~1,~
ɪnfɛkʃən:infection;ɪ:i,nfɛ:nfe,kʃə:ctio,n:n;~ɪ~ɛ~ə~1,~
ɪnfɛkʃəs:infectious;ɪ:i,nfɛ:nfe,kʃə:ctiou,s:s;~ɪ~ɛ~ə~1,~
ɪnfɜɹd:inferred;ɪ:i,nfɜ:nfe,ɹd:rred;~ɪ~ɜ~1,~
ɪnfɔɹm:inform;ɪ:i,nfɔ:nfo,ɹm:rm;~ɪ~ɔ~1,~
ɪnfɔɹmeɪʃən:information;ɪ:i,nfɔ:nfo,ɹmeɪ:rma,ʃə:tio,n:n;~ɪ~ɔ~eɪ~ə~1,~
ɛnkloʊʒəɹ:enclosure;ɛ:e,nkloʊ:nclo,ʒə:su,ɹ:re;~ɛ~oʊ~ə~1,~
ɪnklud:include;ɪ:i,nklu:nclu,d:de;~ɪ~u~2,~
ɪnkludz:includes;ɪ:i,nklu:nclu,dz:des;~ɪ~u~2,~
ɪnkludəd:included;ɪ:i,nklu:nclu,də:de,d:d;~ɪ~u~ə~2,~
ɪnkludɪŋ:including;ɪ:i,nklu:nclu,dɪ:di,ŋ:ng;~ɪ~u~ɪ~2,~
ɪnklusɪv:inclusive;ɪ:i,nklu:nclu,sɪ:si,v:ve;~ɪ~u~ɪ~1,~
ɪnkwaɪə:inquire;ɪ:i,nkwaɪ:nqui,ə:re;~ɪ~aɪ~ə~
ɪnkwaɪɹi:inquiry;ɪ:i,nkwaɪ:nqui,ɹi:ry;~ɪ~aɪ~i~
ɛnkɜɹɪdʒ:encourage;ɛ:e,nkɜ:ncou,ɹɪ:ra,dʒ:ge;~ɛ~ɜ~ɪ~1,~
ɪnkɹis:increase;ɪ:i,nkɹi:ncrea,s:se;~ɪ~i~2,~
ɪnkɹist:increased;ɪ:i,nkɹi:ncrea,st:sed;~ɪ~i~2,~
ɪnkɹɛdɪbl:incredible;ɪ:i,nkɹɛ:ncre,dɪ:di,bl:ble;~ɪ~ɛ~ɪ~1,~
ɪnkɹɛdɪblɪ:incredibly;ɪ:i,nkɹɛ:ncre,dɪ:di,blɪ:bly;~ɪ~ɛ~ɪ~ɪ~
ɪnsaɪd:inside;ɪ:i,nsaɪ:nsi,d:de;~ɪ~aɪ~1,~
ɪnskɹɪpʃənz:inscriptions;ɪ:i,nskɹɪ:nscri,pʃə:ptio,nz:ns;~ɪ~ɪ~ə~1,~
ɪnstɛd:instead;ɪ:i,nstɛ:nstea,d:d;~ɪ~ɛ~1,~
ɪnstɹʌkt:instruct;ɪ:i,nstɹʌ:nstru,kt:ct;~ɪ~ʌ~1,~
ɪnstɹʌkʃən:instruction;ɪ:i,nstɹʌ:nstru,kʃə:ctio,n:n;~ɪ~ʌ~ə~1,~
ɪnsʌlt:insult;ɪ:i,nsʌ:nsu,lt:lt;~ɪ~ʌ~1,~
ɪntəɹkənɛkʃənz:interconnections;ɪ:i,ntə:nte,ɹ:r,kə:co,nɛ:nne,kʃə:ctio,nz:ns;~ɪ~ə~1,~ə~ɛ~ə~1,~
ɪntəɹkʌmpənɪ:intercompany;ɪ:i,ntə:nte,ɹ:r,kʌ:co,mpə:mpa,nɪ:ny;~ɪ~ə~1,~ʌ~ə~ɪ~
ɪntəɹlɑk:interlock;ɪ:i,ntə:nte,ɹ:r,lɑ:lo,k:ck;~ɪ~ə~1,~ɑ~1,~
ɛntɜɹteɪnɪŋ:entertaining;ɛ:e,ntɜ:nte,ɹ:r,teɪ:tai,nɪ:ni,ŋ:ng;~ɛ~ɜ~1,~eɪ~ɪ~1,~
ɪntəɹfɪə:interfere;ɪ:i,ntə:nte,ɹfɪ:rfe,ə:re;~ɪ~ə~ɪ~ə~
ɪntəɹfɪɹəns:interference;ɪ:i,ntə:nte,ɹfɪ:rfe,ɹə:re,ns:nce;~ɪ~ə~ɪ~ə~1,~
ɪntəɹnæʃənəl:international;ɪ:i,ntə:nte,ɹnæ:rna,ʃə:tio,nə:na,l:l;~ɪ~ə~æ~ə~ə~1,~
ɪntəɹnæʃənəlaɪzd:internationalized;ɪ:i,ntə:nte,ɹnæ:rna,ʃə:tio,nə:na,laɪ:li,zd:zed;~ɪ~ə~æ~ə~ə~aɪ~1,~
ɛntəɹteɪn:entertain;ɛ:e,ntə:nte,ɹteɪ:rtai,n:n;~ɛ~ə~eɪ~1,~
ɛntəɹteɪnmənt:entertainment;ɛ:e,ntə:nte,ɹteɪ:rtai,nmə:nme,nt:nt;~ɛ~ə~eɪ~ə~1,~
ɪntəɹʌpt:interrupt;ɪ:i,ntə:nte,ɹʌ:rru,pt:pt;~ɪ~ə~ʌ~1,~
ɪntəɹʌpʃən:interruption;ɪ:i,ntə:nte,ɹʌ:rru,pʃə:ptio,n:n;~ɪ~ə~ʌ~ə~2,~
ɪntəɡɹeɪʃən:integration;ɪ:i,ntə:nte,ɡɹeɪ:gra,ʃə:tio,n:n;~ɪ~ə~eɪ~ə~1,~
ɪntɛnd:intend;ɪ:i,ntɛ:nte,nd:nd;~ɪ~ɛ~1,~
ɪntɛntʃən:intention;ɪ:i,ntɛ:nte,ntʃə:ntio,n:n;~ɪ~ɛ~ə~1,~
ɪntɹədus:introduce;ɪ:i,ntɹə:ntro,du:du,s:ce;~ɪ~ə~u~1,~
ɪntɹədʌkʃən:introduction;ɪ:i,ntɹə:ntro,dʌ:du,kʃə:ctio,n:n;~ɪ~ə~ʌ~ə~2,~
ɪntɹəʊdust:introduced;ɪ:i,ntɹəʊ:ntro,du:du,st:ced;~ɪ~əʊ~u~1,~
ɪnvaɪt:invite;ɪ:i,nvaɪ:nvi,t:te;~ɪ~aɪ~1,~
ɪnvɪteɪʃən:invitation;ɪ:i,nvɪ:nvi,teɪ:ta,ʃə:tio,n:n;~ɪ~ɪ~eɪ~ə~1,~
ɪnvɑlv:involve;ɪ:i,nvɑ:nvo,lv:lve;~ɪ~ɑ~1,~
ɪnvɑlvd:involved;ɪ:i,nvɑ:nvo,lvd:lved;~ɪ~ɑ~2,~
ɪnvɛnt:invent;ɪ:i,nvɛ:nve,nt:nt;~ɪ~ɛ~1,~
ɪnvɛntəɹ:inventor;ɪ:i,nvɛ:nve,ntə:nto,ɹ:r;~ɪ~ɛ~ə~1,~
ɪnvɛnʃən:invention;ɪ:i,nvɛ:nve,nʃə:ntio,n:n;~ɪ~ɛ~ə~1,~
ɪnvɛstmənt:investment;ɪ:i,nvɛ:nve,stmə:stme,nt:nt;~ɪ~ɛ~ə~1,~
ɪnvɛstəɹz:investors;ɪ:i,nvɛ:nve,stə:sto,ɹz:rs;~ɪ~ɛ~ə~1,~
ɪnəveɪʃən:innovation;ɪ:i,nə:nno,veɪ:va,ʃə:tio,n:n;~ɪ~ə~eɪ~ə~1,~
ɪnɔɹɡænɪk:inorganic;ɪ:i,nɔ:no,ɹɡæ:rga,nɪ:ni,k:c;~ɪ~ɔ~æ~ɪ~1,~
ɪnʃʊə:insure;ɪ:i,nʃʊ:nsu,ə:re;~ɪ~ʊ~ə~
ɪnʃʊɹəns:insurance;ɪ:i,nʃʊ:nsu,ɹə:ra,ns:nce;~ɪ~ʊ~ə~1,~
ɪnʃʊɹənsɪz:insurances;ɪ:i,nʃʊ:nsu,ɹə:ra,nsɪ:nce,z:s;~ɪ~ʊ~ə~ɪ~1,~
ɑpəzɪʃən:opposition;ɑ:o,pə:ppo,zɪ:si,ʃə:tio,n:n;~ɑ~ə~ɪ~ə~1,~
ɑpəɹeɪʃən:operation;ɑ:o,pə:pe,ɹeɪ:ra,ʃə:tio,n:n;~ɑ~ə~eɪ~ə~1,~
ɑpəɹtunətɪ:opportunity;ɑ:o,pə:ppo,ɹtu:rtu,nə:ni,tɪ:ty;~ɑ~ə~u~ə~ɪ~
ɛskənɑbə:escanaba;ɛ:e,skə:sca,nɑ:na,bə:ba;~ɛ~ə~ɑ~ə~
ɪtsɛlf:itself;ɪ:i,t:t,sɛ:se,lf:lf;~ɪ~1,~ɛ~1,~
ɛvəluʃən:evolution;ɛ:e,və:vo,lu:lu,ʃə:tio,n:n;~ɛ~ə~u~ə~1,~
ɛvəɹlæstɪŋ:everlasting;ɛ:e,və:ve,ɹ:r,læ:la,stɪ:sti,ŋ:ng;~ɛ~ə~1,~æ~ɪ~1,~
ɑɹnɛlz:arnelle's;ɑ:a,ɹnɛ:rne,lz:lle's;~ɑ~ɛ~1,~
ɑɹtəfɪʃəl:artificial;ɑ:a,ɹtə:rti,fɪ:fi,ʃə:cia,l:l;~ɑ~ə~ɪ~ə~1,~
ɔɹɪɡɑmi:origami;ɔ:o,ɹɪ:ri,ɡɑ:ga,mi:mi;~ɔ~ɪ~ɑ~i~
ɔɹɡənəzeɪʃən:organization;ɔ:o,ɹɡə:rga,nə:ni,zeɪ:za,ʃə:tio,n:n;~ɔ~ə~ə~eɪ~ə~2,~
ɹæbət:rabbit;ɹæ:ra,bə:bbi,t:t;~æ~ə~1,~
ɡæbɪŋ:gabbing;ɡæ:ga,bɪ:bbi,ŋ:ng;~æ~ɪ~1,~
ʃædoʊ:shadow;ʃæ:sha,doʊ:dow;~æ~oʊ~
ʃæl:shall;ʃæ:sha,l:ll;~æ~2,~
ɡælən:gallon;ɡæ:ga,lə:llo,n:n;~æ~ə~1,~
ɡæləntɹɪ:gallantry;ɡæ:ga,lə:lla,ntɹɪ:ntry;~æ~ə~ɪ~
ʃæləʊ:shallow;ʃæ:sha,ləʊ:llow;~æ~əʊ~
ɡæp:gap;ɡæ:ga,p:p;~æ~1,~
ɹæp:wrap;ɹæ:wra,p:p;~æ~1,~
ɹæpəd:rapid;ɹæ:ra,pə:pi,d:d;~æ~ə~1,~
ɡæs:gas;ɡæ:ga,s:s;~æ~1,~
ɡæsəlin:gasoline;ɡæ:ga,sə:so,li:li,n:ne;~æ~ə~i~1,~
ɹæt:rat;ɹæ:ra,t:t;~æ~1,~
θætʃ:thach;θæ:tha,tʃ:ch;~æ~1,~
ɹætəlɪŋ:rattling;ɹæ:ra,tə:tt,lɪ:li,ŋ:ng;~æ~ə~ɪ~1,~
ʃawəɹ:shower;ʃa:show,wə:e,ɹ:r;~a~ə~1,~
ɡæðəɹ:gather;ɡæ:ga,ðə:the,ɹ:r;~æ~ə~1,~
ɹæðəɹ:rather;ɹæ:ra,ðə:the,ɹ:r;~æ~ə~1,~
ʃæŋhaɪ:shanghai;ʃæ:sha,ŋ:ng,haɪ:hai;~æ~1,~aɪ~
ɹæŋk:rank;ɹæ:ra,ŋk:nk;~æ~1,~
θæŋk:thank;θæ:tha,ŋk:nk;~æ~1,~
θæŋks:thanks;θæ:tha,ŋks:nks;~æ~2,~
ɡæləɹiə:galeria;ɡæ:ga,lə:le,ɹi:ri,ə:a;~æ~ə~i~ə~
ɡaɪ:guy;ɡaɪ:guy;~aɪ~
ɡaɪd:guide;ɡaɪ:gui,d:de;~aɪ~2,~
ɹaɪd:ride;ɹaɪ:ri,d:de;~aɪ~1,~
